id,xcoord,ycoord
2100,105.28499,53.43493
2101,113.05476,37.65861
2102,110.43785,23.86851
2103,149.35401,-82.78479
2104,-70.25072,-11.06131
2105,85.94342,65.48145
2106,-33.24076,77.21990
2107,128.05261,72.66647
2108,77.03626,67.79730
2109,45.57556,80.63574
2110,77.33946,55.35839
2111,171.08580,66.95268
2112,-119.32747,-89.41238
2113,-160.23189,59.18560
2114,-56.38918,-0.22412
2115,44.43695,-88.01786
2116,132.82950,-27.01343
2117,-88.33557,-88.38830
2118,-68.43675,51.80759
2119,-97.36598,43.84309
2120,54.91117,23.29574
2121,-97.21310,45.54287
2122,-61.44690,-88.63145
2123,-102.34172,35.72648
2124,-126.52527,51.29176
2125,-109.83249,56.43221
2126,89.11341,66.46442
2127,23.78132,-77.70453
2128,-58.63718,-7.86784
2129,-30.69376,68.11986
2130,-137.43805,-86.83061
2131,77.04814,-76.29953
2132,67.75847,40.62487
2133,154.67888,-69.39569
2134,92.14973,-72.86212
2135,112.88118,32.73111
2136,94.28939,72.57488
2137,-30.26904,68.94393
2138,-61.10511,56.64317
2139,10.92273,-87.94711
2140,126.80360,-89.83141
2141,-71.67439,-11.36202
2142,126.56222,-72.47410
2143,146.84115,68.04691
2144,50.47574,35.37061
2145,59.58924,-89.07757
2146,64.46904,34.86504
2147,50.04774,26.19945
2148,-121.43903,-77.54473
2149,-80.53694,44.89870
2150,38.73166,6.09609
2151,28.93894,5.89534
2152,142.45193,-67.57147
2153,37.76091,28.44570
2154,13.88959,0.47103
2155,-55.52784,-4.36900
2156,23.89721,21.61284
2157,2.91562,-76.52616
2158,99.06667,62.19921
2159,113.77863,57.28423
2160,67.35822,65.60761
2161,54.34888,51.72507
2162,37.55783,-85.17026
2163,-23.58427,-85.91271
2164,-46.36400,-2.92991
2165,-101.10626,31.99213
2166,-114.22713,59.36267
2167,-22.89183,72.99465
2168,148.44427,65.71715
2169,-48.48366,66.56442
2170,98.02825,-76.02043
2171,66.74245,62.20496
2172,15.26932,26.22159
2173,37.31391,53.67735
2174,-113.98101,36.75599
2175,-65.51888,-41.01848
2176,47.84906,-71.63116
2177,-70.90201,-51.44455
2178,121.65268,65.09991
2179,110.41681,-70.70224
2180,50.14823,-71.45245
2181,137.10375,-17.58729
2182,-3.56177,-74.93526
2183,52.88486,39.77332
2184,104.22038,31.97156
2185,-110.18869,59.11596
2186,74.68270,18.31825
2187,41.56812,0.00328
2188,23.68398,13.56623
2189,-60.21107,54.27956
2190,-67.32385,-89.74263
2191,156.52864,-86.77077
2192,140.15679,70.07979
2193,52.31281,46.35424
2194,152.30188,-75.51004
2195,137.42545,-80.88885
2196,69.97113,49.19248
2197,115.29860,59.10369
2198,38.05178,-71.62643
2199,2.88717,24.10795
2200,-14.85668,15.37107
2201,17.29349,78.85191
2202,130.19374,-67.35675
2203,117.51585,-26.43351
2204,148.91250,-25.30284
2205,-93.15654,50.03457
2206,129.26441,57.35116
2207,-83.69904,53.57708
2208,-55.37371,-31.05328
2209,10.08231,7.70037
2210,-99.79177,-79.45605
2211,39.82579,57.98852
2212,112.91586,35.23713
2213,-8.51200,-79.60597
2214,114.76277,34.26347
2215,-30.36283,74.75046
2216,-149.43603,67.42279
2217,2.17360,14.75231
2218,24.40317,-20.91763
2219,-62.30399,-89.72331
2220,-7.68254,40.77534
2221,154.84144,-5.73191
2222,103.51652,30.80997
2223,100.88360,-74.19082
2224,-45.38184,-5.86936
2225,61.13349,37.05666
2226,13.99107,50.49694
2227,41.38359,0.41803
2228,93.14006,42.79907
2229,-69.79184,5.00111
2230,-78.02079,-86.46522
2231,71.13519,65.82775
2232,73.41516,45.31857
2233,-103.20935,29.11969
2234,152.68501,-84.95134
2235,12.03626,-82.31375
2236,1.03805,-75.96068
2237,133.51145,-11.96086
2238,71.79115,22.95362
2239,101.36259,-0.13519
2240,166.86594,69.10679
2241,9.35581,61.87462
2242,133.70490,47.72089
2243,-43.58130,69.01785
2244,-50.66012,-88.26408
2245,95.27570,24.32901
2246,-55.92450,-17.38387
2247,23.32997,-0.45763
2248,-41.99933,-86.51276
2249,-37.82443,-5.48126
2250,15.67858,18.61481
2251,-40.14164,73.09351
2252,17.09090,-11.18311
2253,126.00549,47.87033
2254,-139.54343,67.08477
2255,51.58373,-82.46692
2256,53.82714,39.39969
2257,-104.48738,67.59802
2258,-174.90568,65.36832
2259,111.45918,40.95241
2260,125.63844,61.01964
2261,-54.96826,-88.37394
2262,-157.55321,62.73901
2263,9.43930,48.91599
2264,-48.68169,-23.95995
2265,-5.86518,-72.43378
2266,124.48549,58.67862
2267,-115.73384,48.04625
2268,153.40139,-80.18346
2269,38.63977,12.72404
2270,32.30497,69.20273
2271,142.90779,-6.46725
2272,122.88015,47.80427
2273,45.72588,20.34032
2274,114.50461,23.49298
2275,71.14553,43.01406
2276,108.61483,71.29976
2277,102.90445,-71.39831
2278,87.38969,53.26741
2279,-115.12509,57.78524
2280,96.46406,57.39430
2281,-12.30355,20.74941
2282,105.74278,-70.08033
2283,13.48547,-84.02101
2284,-15.14506,22.07446
2285,107.34351,-82.61828
2286,109.86744,65.64991
2287,162.29420,-85.31252
2288,145.31339,61.77860
2289,-58.40680,80.70203
2290,-1.68608,30.68773
2291,169.76272,63.91301
2292,133.19262,-89.47472
2293,110.53643,-78.13386
2294,62.09046,-84.30049
2295,-118.89829,53.57763
2296,15.51657,7.68598
2297,-43.30221,-8.31706
2298,-13.64785,-87.33985
2299,-105.99272,58.99861
2300,79.87475,16.97545
2301,10.65948,11.46468
2302,87.04345,24.02770
2303,-77.06541,43.79255
2304,-4.56891,13.11301
2305,-40.11985,69.29583
2306,-115.32729,69.97703
2307,148.63718,72.00625
2308,18.10063,16.37486
2309,131.83509,-79.95306
2310,25.10353,-27.04910
2311,-167.82955,-86.60750
2312,62.39131,26.01902
2313,86.03167,49.39746
2314,55.61806,61.17085
2315,101.35760,16.00247
2316,-104.52712,21.65212
2317,95.58755,45.47693
2318,136.40333,-67.76040
2319,161.96419,69.05537
2320,27.17285,55.73425
2321,61.60256,42.94913
2322,4.63943,23.28361
2323,22.91400,78.02959
2324,-39.34269,-85.91574
2325,-11.88652,-78.03220
2326,90.69755,51.45369
2327,121.35433,57.40550
2328,92.22473,27.68150
2329,-20.44830,80.70241
2330,166.80393,-86.17346
2331,32.24288,23.81729
2332,-6.29073,11.38246
2333,89.34297,-83.24628
2334,-50.68929,65.62138
2335,54.02247,-74.05898
2336,70.04062,53.06547
2337,174.77326,63.68898
2338,25.28151,28.06863
2339,-105.12220,43.51221
2340,36.87611,-13.40840
2341,17.81962,-88.60496
2342,34.29043,-82.94846
2343,24.17707,20.89160
2344,-48.71308,72.65463
2345,-63.63220,-65.77662
2346,48.62441,-14.24636
2347,106.24889,-2.66098
2348,108.52868,-6.98261
2349,-40.52344,77.15332
2350,8.45033,-80.24721
2351,126.81330,-25.74177
2352,28.35916,-23.49999
2353,-114.88996,43.34136
2354,151.44784,-81.49143
2355,72.31726,40.78549
2356,26.75751,-32.41307
2357,-4.50931,12.13998
2358,33.38740,-21.38164
2359,1.87398,-77.52614
2360,-40.12121,71.71079
2361,-63.69219,-25.24209
2362,142.71905,-7.30755
2363,-14.04081,-84.80299
2364,-52.85127,-80.58102
2365,141.15350,-5.34499
2366,139.78414,-73.92577
2367,-29.61030,76.96665
2368,-77.14345,-88.07726
2369,50.40677,32.84558
2370,28.96842,-28.15650
2371,13.34284,-75.92967
2372,-77.08474,37.05620
2373,64.99547,-86.50977
2374,122.32402,-89.85324
2375,87.70459,35.47777
2376,23.22990,9.91000
2377,-88.62651,51.74900
2378,113.80607,-70.05398
2379,-57.28171,79.71570
2380,-76.66520,-81.06778
2381,163.87847,-86.71949
2382,25.37161,49.80118
2383,-73.84281,-4.45387
2384,140.13219,-21.03563
2385,-30.67932,-80.95554
2386,-84.99282,-85.02280
2387,176.94346,65.49697
2388,40.14003,0.10288
2389,35.97101,47.50117
2390,71.04128,39.81044
2391,1.33140,21.13352
2392,16.35460,-1.85309
2393,166.75372,66.22215
2394,35.58923,18.89439
2395,-41.20323,-21.39784
2396,23.42844,-9.53618
2397,-88.63120,30.58511
2398,-68.14436,-9.35375
2399,105.22131,-76.82033
2400,-107.58120,45.81320
2401,76.02983,-74.76054
2402,36.95805,9.08609
2403,-84.64564,34.96254
2404,19.62993,7.39760
2405,-151.80203,-85.97210
2406,96.38194,31.98232
2407,19.57466,8.99348
2408,134.02814,53.24948
2409,45.52604,31.33686
2410,-114.69093,46.10383
2411,139.05760,65.87948
2412,59.07264,75.28405
2413,-57.82694,-83.43049
2414,90.80695,62.87599
2415,-71.95181,18.60229
2416,75.60710,27.74343
2417,82.76171,27.22948
2418,-91.74804,73.60420
2419,67.02540,27.14281
2420,131.20542,-78.00684
2421,116.95366,-31.49858
2422,-153.09146,63.19754
2423,116.96811,-34.60979
2424,81.39962,-83.23646
2425,112.26578,-84.38755
2426,-53.62038,76.03048
2427,10.72307,-82.97150
2428,17.32701,17.52279
2429,48.59794,34.11134
2430,-112.96538,-80.53483
2431,-125.10798,50.57760
2432,128.83190,-76.67209
2433,71.02298,58.48447
2434,126.48878,-25.32853
2435,116.37374,70.85062
2436,99.07183,57.23658
2437,157.28576,-85.42817
2438,21.89288,-17.05581
2439,100.14239,28.00917
2440,118.68411,43.80086
2441,113.45778,55.39857
2442,27.06098,-19.58025
2443,-107.95795,56.16754
2444,-59.17350,5.71915
2445,49.61716,25.92914
2446,57.38015,47.21645
2447,-98.69419,52.78475
2448,171.89292,-86.29096
2449,105.22337,15.65522
2450,-65.83305,-44.58361
2451,130.79872,-27.48778
2452,24.54548,19.98136
2453,-119.51848,-84.94850
2454,-120.22457,-75.19122
2455,90.98826,56.49443
2456,90.56319,27.20456
2457,101.43010,62.89497
2458,-36.17039,-5.83515
2459,-112.87199,58.35469
2460,80.76131,17.42568
2461,34.06595,7.55889
2462,-70.07300,-8.14361
2463,-77.89334,53.72568
2464,137.18760,-3.87257
2465,112.10658,-6.98477
2466,-49.02089,-17.20055
2467,-17.34733,63.96212
2468,43.32422,6.41379
2469,57.30239,58.52252
2470,-73.57290,-41.23301
2471,29.89566,27.43082
2472,-61.50421,6.81643
2473,117.82448,-76.50385
2474,100.15298,54.41544
2475,142.17829,-19.66579
2476,122.60874,-77.34395
2477,16.17657,-16.36108
2478,-14.65481,81.22313
2479,-65.28349,-4.20806
2480,17.62019,-87.51830
2481,74.47163,62.74786
2482,107.38695,74.26900
2483,118.78386,59.86520
2484,72.24479,-75.79720
2485,75.44394,43.24727
2486,-161.32692,-89.71545
2487,-45.48085,-22.57305
2488,101.13749,18.10691
2489,102.73707,53.29666
2490,45.08893,5.72919
2491,-116.74185,67.71074
2492,72.35406,69.78858
2493,119.00683,57.47746
2494,20.10391,22.13978
2495,42.22511,63.49689
2496,-61.87459,76.73406
2497,-152.80457,66.10112
2498,105.68990,15.70974
2499,133.96828,-88.03455
